question_id,title,topic_primary,url_slug,source_url,base_unweighted_n,base_weighted_n,moe_question_level,is_multiselect,options_count,context,filter_condition,module_base_unweighted_n,module_base_weighted_n
2025-119_q22a,"If this hypothetical member of Congress were to run for re-election in the next election, how would you vote?",Verasight APSA Omnibus Survey #2025-119,hypothetical-member-skips-hopeless-bill-re-election-vote,https://reports.verasight.io/reports/apsa-2025#if-this-hypothetical-member-of-congress-were-to-run-for-re-election-in-the-next-election-how-would-you-vote,497,498.259732335227,+/- 4.7%,false,4,"Imagine a hypothetical member of Congress that represents a district in your home state. This member is in your preferred party, and shares your views on an issue you care about very much. Suppose that this member recently decided to NOT introduce a bill / legislation on this issue into Congress because they were confident it would not get enough support from other members of Congress to become law.",,3000,3000.0000000000177
2025-119_q22b,"If this hypothetical member of Congress were to run for re-election in the next election, how would you vote?",Verasight APSA Omnibus Survey #2025-119,hypothetical-member-introduces-hopeless-bill-re-election-vote,https://reports.verasight.io/reports/apsa-2025#if-this-hypothetical-member-of-congress-were-to-run-for-re-election-in-the-next-election-how-would-you-vote,503,501.74026766477994,+/- 4.7%,false,4,"Imagine a hypothetical member of Congress that represents a district in your home state. This member is in your preferred party, and shares your views on an issue you care about very much. Suppose that this member recently introduced a bill / legislation on this issue into Congress, despite being confident that it will not become law because it does not have enough support from other members of Congress.",,3000,3000.0000000000177
2025-119_q23,Which of the following best describes why do you listen to podcasts?,Verasight APSA Omnibus Survey #2025-119,which-of-the-following-best-describes-why-do-you-listen-to-podcasts,https://reports.verasight.io/reports/apsa-2025#which-of-the-following-best-describes-why-do-you-listen-to-podcasts,1000,1000.000000000022,+/- 3.3%,false,4,,,3000,3000.0000000000177
2025-119_q24,"Thinking of public universities in your state, which actor do you feel has had the biggest influence on university policies?",Verasight APSA Omnibus Survey #2025-119,thinking-of-public-universities-in-your-state-which-actor-do-you-feel-has-had-the-biggest-influence-on-university-policies,https://reports.verasight.io/reports/apsa-2025#thinking-of-public-universities-in-your-state-which-actor-do-you-feel-has-had-the-biggest-influence-on-university-policies,1000,1000.0000000000219,+/- 3.3%,false,7,,,3000,3000.0000000000177
2025-119_q25,To what extent do universities produce useful social science research?,Verasight APSA Omnibus Survey #2025-119,to-what-extent-do-universities-produce-useful-social-science-research,https://reports.verasight.io/reports/apsa-2025#to-what-extent-do-universities-produce-useful-social-science-research,1000,1000.000000000022,+/- 3.3%,false,6,,,3000,3000.0000000000177
2025-119_q26,Which of the following outcomes do you think is most likely after the midterm elections next year?,Verasight APSA Omnibus Survey #2025-119,which-of-the-following-outcomes-do-you-think-is-most-likely-after-the-midterm-elections-next-year,https://reports.verasight.io/reports/apsa-2025#which-of-the-following-outcomes-do-you-think-is-most-likely-after-the-midterm-elections-next-year,1000,1000.000000000022,+/- 3.3%,false,4,,,3000,3000.0000000000177
2025-119_q27,"Do you think that PragerU's inclusion in curricula will make children's education outcomes worse, better, or have no impact?",Verasight APSA Omnibus Survey #2025-119,do-you-think-that-prageru-s-inclusion-in-curricula-will-make-children-s-education-outcomes-worse-better-or-have-no-impact,https://reports.verasight.io/reports/apsa-2025#do-you-think-that-prageru-s-inclusion-in-curricula-will-make-children-s-education-outcomes-worse-better-or-have-no-impact,1000,1000.000000000022,+/- 3.3%,false,6,,,3000,3000.0000000000177
2025-119_q28,"Do you think high schoolers should receive more training on how to tackle misinformation online, during class time?",Verasight APSA Omnibus Survey #2025-119,do-you-think-high-schoolers-should-receive-more-training-on-how-to-tackle-misinformation-online-during-class-time,https://reports.verasight.io/reports/apsa-2025#do-you-think-high-schoolers-should-receive-more-training-on-how-to-tackle-misinformation-online-during-class-time,1000,1000.0000000000219,+/- 3.3%,false,4,,,3000,3000.0000000000177
2025-119_q29,Should U.S. universities have professional sports teams?,Verasight APSA Omnibus Survey #2025-119,should-u-s-universities-have-professional-sports-teams,https://reports.verasight.io/reports/apsa-2025#should-u-s-universities-have-professional-sports-teams,1000,1000.0000000000222,+/- 3.3%,false,3,,,3000,3000.0000000000177
2025-119_q3,"Are you registered to vote, or not?",Verasight APSA Omnibus Survey #2025-119,are-you-registered-to-vote-or-not,https://reports.verasight.io/reports/apsa-2025#are-you-registered-to-vote-or-not,1000,1000.000000000007,+/- 3.3%,false,5,,,3000,3000.0000000000177
2025-119_q30,"In your opinion, how should college sports conferences be organized?",Verasight APSA Omnibus Survey #2025-119,in-your-opinion-how-should-college-sports-conferences-be-organized,https://reports.verasight.io/reports/apsa-2025#in-your-opinion-how-should-college-sports-conferences-be-organized,1000,1000.000000000022,+/- 3.3%,false,4,,,3000,3000.0000000000177
2025-119_q31,"How strongly do you agree or disagree with the following statement: ""Women should be cherished and protected by men.""?",Verasight APSA Omnibus Survey #2025-119,how-strongly-do-you-agree-or-disagree-with-the-following-statement-women-should-be-cherished-and-protected-by-men,https://reports.verasight.io/reports/apsa-2025#how-strongly-do-you-agree-or-disagree-with-the-following-statement-women-should-be-cherished-and-protected-by-men,1000,1000.0000000000222,+/- 3.3%,false,5,,,3000,3000.0000000000177
2025-119_q32,"To what extent do you agree or disagree with the following statement: ""Global women's rights are critically important for advancing democracy worldwide.""?",Verasight APSA Omnibus Survey #2025-119,to-what-extent-do-you-agree-or-disagree-with-the-following-statement-global-women-s-rights-are-critically-important-for-advancing-democracy-worldwide,https://reports.verasight.io/reports/apsa-2025#to-what-extent-do-you-agree-or-disagree-with-the-following-statement-global-women-s-rights-are-critically-important-for-advancing-democracy-worldwide,1000,1000.0000000000222,+/- 3.3%,false,5,,,3000,3000.0000000000177
2025-119_q33,"Please rate how strongly you agree or disagree with the following question: It is more important to me that my elected officials have a similar background to me (same race/ethnicity, same gender, same job, etc.) rather than my elected officials having a similar ideology (conservative/liberal) to me.",Verasight APSA Omnibus Survey #2025-119,please-rate-how-strongly-you-agree-or-disagree-with-the-following-question-it-is-more-important-to-me-that-my-elected-officials-have-a-similar-background-to-me-same-race,https://reports.verasight.io/reports/apsa-2025#please-rate-how-strongly-you-agree-or-disagree-with-the-following-question-it-is-more-important-to-me-that-my-elected-officials-have-a-similar-background-to-me-same-race-ethnicity-same-gender-same-job-etc-rather-than-my-elected-officials-having-a-similar-ideology-conservative-liberal-to-me,1000,1000.0000000000222,+/- 3.3%,false,6,,,3000,3000.0000000000177
2025-119_q34,"In the past few years, have you noticed any of the following changes in your local newspaper?",Verasight APSA Omnibus Survey #2025-119,in-the-past-few-years-have-you-noticed-any-of-the-following-changes-in-your-local-newspaper,https://reports.verasight.io/reports/apsa-2025#in-the-past-few-years-have-you-noticed-any-of-the-following-changes-in-your-local-newspaper,1000,,+/- 3.3%,true,6,,,3000,3000.0000000000177
2025-119_q35,"In the past year, have you directly paid or given money to any local news sources by subscribing, donating, or becoming a member?",Verasight APSA Omnibus Survey #2025-119,in-the-past-year-have-you-directly-paid-or-given-money-to-any-local-news-sources-by-subscribing-donating-or-becoming-a-member,https://reports.verasight.io/reports/apsa-2025#in-the-past-year-have-you-directly-paid-or-given-money-to-any-local-news-sources-by-subscribing-donating-or-becoming-a-member,1000,1000.000000000022,+/- 3.3%,false,2,,,3000,3000.0000000000177
2025-119_q36,"Which of the following social media platforms, if any, did you use in the past two weeks?",Verasight APSA Omnibus Survey #2025-119,which-of-the-following-social-media-platforms-if-any-did-you-use-in-the-past-two-weeks,https://reports.verasight.io/reports/apsa-2025#which-of-the-following-social-media-platforms-if-any-did-you-use-in-the-past-two-weeks,1000,,+/- 3.3%,true,8,,,3000,3000.0000000000177
2025-119_q37,"How often do you use large language models (LLMs, ex: ChatGPT) to inform yourself about politics?",Verasight APSA Omnibus Survey #2025-119,how-often-do-you-use-large-language-models-llms-ex-chatgpt-to-inform-yourself-about-politics,https://reports.verasight.io/reports/apsa-2025#how-often-do-you-use-large-language-models-llms-ex-chatgpt-to-inform-yourself-about-politics,1000,1000.0000000000222,+/- 3.3%,false,5,,,3000,3000.0000000000177
2025-119_q38,Do you identify as having any type of disability?,Verasight APSA Omnibus Survey #2025-119,do-you-identify-as-having-any-type-of-disability,https://reports.verasight.io/reports/apsa-2025#do-you-identify-as-having-any-type-of-disability,1000,1000.000000000022,+/- 3.3%,false,3,,,3000,3000.0000000000177
2025-119_q39,Do you - or does anyone in your immediate family - currently have outstanding student loans?,Verasight APSA Omnibus Survey #2025-119,do-you-or-does-anyone-in-your-immediate-family-currently-have-outstanding-student-loans,https://reports.verasight.io/reports/apsa-2025#do-you-or-does-anyone-in-your-immediate-family-currently-have-outstanding-student-loans,1000,1000.000000000022,+/- 3.3%,false,2,,,3000,3000.0000000000177
2025-119_q4,In which primary elections are you eligible to vote?,Verasight APSA Omnibus Survey #2025-119,in-which-primary-elections-are-you-eligible-to-vote,https://reports.verasight.io/reports/apsa-2025#in-which-primary-elections-are-you-eligible-to-vote,1000,,+/- 3.3%,true,4,"Some states have closed primaries, where only registered party members can vote, while others have open primaries, where any voter can choose a party’s primary.",,3000,3000.0000000000177
2025-119_q40,"Which of the following issues do you consider when casting your vote in local, state, or federal elections?",Verasight APSA Omnibus Survey #2025-119,which-of-the-following-issues-do-you-consider-when-casting-your-vote-in-local-state-or-federal-elections,https://reports.verasight.io/reports/apsa-2025#which-of-the-following-issues-do-you-consider-when-casting-your-vote-in-local-state-or-federal-elections,1000,,+/- 3.3%,true,7,,,3000,3000.0000000000177
2025-119_q41,Have you or a family member ever served in the U.S. Military?,Verasight APSA Omnibus Survey #2025-119,have-you-or-a-family-member-ever-served-in-the-u-s-military,https://reports.verasight.io/reports/apsa-2025#have-you-or-a-family-member-ever-served-in-the-u-s-military,1000,,+/- 3.3%,true,6,,,3000,3000.0000000000177
2025-119_q42,How significant is economic class in American society?,Verasight APSA Omnibus Survey #2025-119,how-significant-is-economic-class-in-american-society,https://reports.verasight.io/reports/apsa-2025#how-significant-is-economic-class-in-american-society,1000,1000.000000000022,+/- 3.3%,false,3,,,3000,3000.0000000000177
2025-119_q43,How important will it be to vote in the next presidential election?,Verasight APSA Omnibus Survey #2025-119,how-important-will-it-be-to-vote-in-the-next-presidential-election,https://reports.verasight.io/reports/apsa-2025#how-important-will-it-be-to-vote-in-the-next-presidential-election,1000,1000.000000000022,+/- 3.3%,false,3,,,3000,3000.0000000000177
2025-119_q44,"When you think about the ""average person"" in the United States, which best describes their annual household income?",Verasight APSA Omnibus Survey #2025-119,when-you-think-about-the-average-person-in-the-united-states-which-best-describes-their-annual-household-income,https://reports.verasight.io/reports/apsa-2025#when-you-think-about-the-average-person-in-the-united-states-which-best-describes-their-annual-household-income,1000,1000.000000000022,+/- 3.3%,false,7,,,3000,3000.0000000000177
2025-119_q45,"Compared to your past level of activity, how active do you expect to be in US politics over the next few years?",Verasight APSA Omnibus Survey #2025-119,compared-to-your-past-level-of-activity-how-active-do-you-expect-to-be-in-us-politics-over-the-next-few-years,https://reports.verasight.io/reports/apsa-2025#compared-to-your-past-level-of-activity-how-active-do-you-expect-to-be-in-us-politics-over-the-next-few-years,1000,1000.0000000000222,+/- 3.3%,false,5,,,3000,3000.0000000000177
2025-119_q46,Have you considered moving out of the United States in the next two years?,Verasight APSA Omnibus Survey #2025-119,have-you-considered-moving-out-of-the-united-states-in-the-next-two-years,https://verasight-mpsa-2025.tiiny.co,1000,1000.0000000000222,+/- 3.3%,false,5,,,3000,3000.0000000000177
2025-119_q47,"What is an estimation of your wealth? (include value of real estate properties, stocks, retirement accounts and cash, etc minus all liabilities).",Verasight APSA Omnibus Survey #2025-119,what-is-an-estimation-of-your-wealth-include-value-of-real-estate-properties-stocks-retirement-accounts-and-cash-etc-minus-all-liabilities,https://reports.verasight.io/reports/apsa-2025#what-is-an-estimation-of-your-wealth-include-value-of-real-estate-properties-stocks-retirement-accounts-and-cash-etc-minus-all-liabilities,1000,1000.000000000022,+/- 3.3%,false,8,,,3000,3000.0000000000177
2025-119_q48,How much do you agree or disagree with this statement?,Verasight APSA Omnibus Survey #2025-119,how-much-do-you-agree-or-disagree-with-this-statement,https://reports.verasight.io/reports/apsa-2025#how-much-do-you-agree-or-disagree-with-this-statement,1000,1000.000000000022,+/- 3.3%,false,5,"Some people say masculinity, or manhood, is under threat in the United States today.",,3000,3000.0000000000177
2025-119_q49,Is the first group you think about one of the following types?,Verasight APSA Omnibus Survey #2025-119,is-the-first-group-you-think-about-one-of-the-following-types,https://reports.verasight.io/reports/apsa-2025#is-the-first-group-you-think-about-one-of-the-following-types,1000,1000.0000000000222,+/- 3.3%,false,7,"Off the top of your head, without looking at the answers below, think about what various types of people you think today’s U.S. society categorizes into groups.",,3000,3000.0000000000177
2025-119_q5,"Thinking about the upcoming 2026 midterm elections, which party do you think will win the most seats in the US Senate?",Verasight APSA Omnibus Survey #2025-119,thinking-about-the-upcoming-2026-midterm-elections-which-party-do-you-think-will-win-the-most-seats-in-the-us-senate,https://reports.verasight.io/reports/apsa-2025#thinking-about-the-upcoming-2026-midterm-elections-which-party-do-you-think-will-win-the-most-seats-in-the-us-senate,1000,1000.0000000000069,+/- 3.3%,false,3,,,3000,3000.0000000000177
2025-119_q50,Do you support a national ID card for the United States?,Verasight APSA Omnibus Survey #2025-119,do-you-support-a-national-id-card-for-the-united-states,https://reports.verasight.io/reports/apsa-2025#do-you-support-a-national-id-card-for-the-united-states,1000,1000.000000000022,+/- 3.3%,false,3,,,3000,3000.0000000000177
2025-119_q51,"To what extent do you agree or disagree with the following statement? ""If I knew for sure it would save the life of a turtle, I would be willing to only use paper straws (instead of plastic straws) for a year.""",Verasight APSA Omnibus Survey #2025-119,to-what-extent-do-you-agree-or-disagree-with-the-following-statement-if-i-knew-for-sure-it-would-save-the-life-of-a-turtle-i-would-be-willing-to-only-use-paper-straws-instead-of,https://reports.verasight.io/reports/apsa-2025#to-what-extent-do-you-agree-or-disagree-with-the-following-statement-if-i-knew-for-sure-it-would-save-the-life-of-a-turtle-i-would-be-willing-to-only-use-paper-straws-instead-of-plastic-straws-for-a-year,1000,1000.0000000000222,+/- 3.3%,false,4,,,3000,3000.0000000000177
2025-119_q52,How bad has extremism gotten in the United States in the last 5 years?,Verasight APSA Omnibus Survey #2025-119,how-bad-has-extremism-gotten-in-the-united-states-in-the-last-5-years,https://reports.verasight.io/reports/apsa-2025#how-bad-has-extremism-gotten-in-the-united-states-in-the-last-5-years,1000,999.9999999999886,+/- 3.3%,false,5,,,3000,3000.0000000000177
2025-119_q53,"How prevalent is civil conflict, defined as a conflict between an insurgent group and a government, in the world compared to thirty years ago?",Verasight APSA Omnibus Survey #2025-119,how-prevalent-is-civil-conflict-defined-as-a-conflict-between-an-insurgent-group-and-a-government-in-the-world-compared-to-thirty-years-ago,https://reports.verasight.io/reports/apsa-2025#how-prevalent-is-civil-conflict-defined-as-a-conflict-between-an-insurgent-group-and-a-government-in-the-world-compared-to-thirty-years-ago,1000,999.9999999999886,+/- 3.3%,false,5,,,3000,3000.0000000000177
2025-119_q54,"Do you perceive the officer corps of the US military (people ranked Lieutenant, Captain, General or Admiral) to be liberal, conservative or moderate?",Verasight APSA Omnibus Survey #2025-119,do-you-perceive-the-officer-corps-of-the-us-military-people-ranked-lieutenant-captain-general-or-admiral-to-be-liberal-conservative-or-moderate,https://reports.verasight.io/reports/apsa-2025#do-you-perceive-the-officer-corps-of-the-us-military-people-ranked-lieutenant-captain-general-or-admiral-to-be-liberal-conservative-or-moderate,1000,999.9999999999885,+/- 3.3%,false,7,,,3000,3000.0000000000177
2025-119_q55,What is your perception of Bahrain?,Verasight APSA Omnibus Survey #2025-119,what-is-your-perception-of-bahrain,https://reports.verasight.io/reports/apsa-2025#what-is-your-perception-of-bahrain,1000,999.9999999999885,+/- 3.3%,false,5,,,3000,3000.0000000000177
2025-119_q56,"In your opinion, does the outcome of the war in Ukraine directly affect American National Security interests?",Verasight APSA Omnibus Survey #2025-119,in-your-opinion-does-the-outcome-of-the-war-in-ukraine-directly-affect-american-national-security-interests,https://verasight-apsa-2024.tiiny.co,1000,999.9999999999885,+/- 3.3%,false,3,,,3000,3000.0000000000177
2025-119_q57,How do you feel about people ripping down or defacing Israeli hostage posters since 10/7/23?,Verasight APSA Omnibus Survey #2025-119,how-do-you-feel-about-people-ripping-down-or-defacing-israeli-hostage-posters-since-10-7-23,https://reports.verasight.io/reports/apsa-2025#how-do-you-feel-about-people-ripping-down-or-defacing-israeli-hostage-posters-since-10-7-23,1000,999.9999999999886,+/- 3.3%,false,7,,,3000,3000.0000000000177
2025-119_q58,"To what extent do you agree or disagree with the following statement?: ""China is a threat to the Middle East.""",Verasight APSA Omnibus Survey #2025-119,to-what-extent-do-you-agree-or-disagree-with-the-following-statement-china-is-a-threat-to-the-middle-east,https://reports.verasight.io/reports/apsa-2025#to-what-extent-do-you-agree-or-disagree-with-the-following-statement-china-is-a-threat-to-the-middle-east,1000,999.9999999999885,+/- 3.3%,false,7,,,3000,3000.0000000000177
2025-119_q59,Who should be granted U.S. citizenship?,Verasight APSA Omnibus Survey #2025-119,who-should-be-granted-u-s-citizenship,https://reports.verasight.io/reports/apsa-2025#who-should-be-granted-u-s-citizenship,1000,,+/- 3.3%,true,6,,,3000,3000.0000000000177
2025-119_q6,"Thinking about the upcoming election in 2026, which party do you think will win the most seats in the US House of Representatives?",Verasight APSA Omnibus Survey #2025-119,thinking-about-the-upcoming-election-in-2026-which-party-do-you-think-will-win-the-most-seats-in-the-us-house-of-representatives,https://reports.verasight.io/reports/apsa-2025#thinking-about-the-upcoming-election-in-2026-which-party-do-you-think-will-win-the-most-seats-in-the-us-house-of-representatives,1000,1000.000000000007,+/- 3.3%,false,3,,,3000,3000.0000000000177
2025-119_q60,"When you think of immigrants in the United States, who most comes to mind?",Verasight APSA Omnibus Survey #2025-119,when-you-think-of-immigrants-in-the-united-states-who-most-comes-to-mind,https://reports.verasight.io/reports/apsa-2025#when-you-think-of-immigrants-in-the-united-states-who-most-comes-to-mind,1000,999.9999999999884,+/- 3.3%,false,6,,,3000,3000.0000000000177
2025-119_q61,"Would you support expanding legal pathways to enter the United States, including temporary worker programs, as a way to reduce illegal crossings at the border?",Verasight APSA Omnibus Survey #2025-119,would-you-support-expanding-legal-pathways-to-enter-the-united-states-including-temporary-worker-programs-as-a-way-to-reduce-illegal-crossings-at-the-border,https://verasight-apsa-2024.tiiny.co,1000,999.9999999999886,+/- 3.3%,false,6,,,3000,3000.0000000000177
2025-119_q62,Will tariffs on US imports make the average American better off?,Verasight APSA Omnibus Survey #2025-119,will-tariffs-on-us-imports-make-the-average-american-better-off,https://reports.verasight.io/reports/apsa-2025#will-tariffs-on-us-imports-make-the-average-american-better-off,1000,999.9999999999885,+/- 3.3%,false,3,,,3000,3000.0000000000177
2025-119_q63,Do you think that the state's imposition of inheritance tax constitutes an infringement of property rights?,Verasight APSA Omnibus Survey #2025-119,do-you-think-that-the-state-s-imposition-of-inheritance-tax-constitutes-an-infringement-of-property-rights,https://reports.verasight.io/reports/apsa-2025#do-you-think-that-the-state-s-imposition-of-inheritance-tax-constitutes-an-infringement-of-property-rights,1000,999.9999999999886,+/- 3.3%,false,3,,,3000,3000.0000000000177
2025-119_q65,Are home prices in your community ________ than the national average?,Verasight APSA Omnibus Survey #2025-119,are-home-prices-in-your-community-than-the-national-average,https://reports.verasight.io/reports/apsa-2025#are-home-prices-in-your-community-than-the-national-average,1000,999.9999999999885,+/- 3.3%,false,6,,,3000,3000.0000000000177
2025-119_q66,Which of the following responses best describes your support or opposition to governments providing financial assistance for consumers’ fuel bills?,Verasight APSA Omnibus Survey #2025-119,government-financial-assistance-for-consumer-fuel-bills,https://reports.verasight.io/reports/apsa-2025#which-of-the-following-responses-best-describes-your-support-or-opposition-to-governments-providing-financial-assistance-for-consumers-fuel-bills,1000,999.9999999999886,+/- 3.3%,false,5,Governments often provide financial support to help consumers pay their fuel bills for things like gasoline and home heating.,,3000,3000.0000000000177
2025-119_q67,Which of the following responses best describes your support or opposition to governments providing financial assistance for consumers’ fuel bills,Verasight APSA Omnibus Survey #2025-119,government-financial-assistance-for-fossil-fuel-producers,https://reports.verasight.io/reports/apsa-2025#which-of-the-following-responses-best-describes-your-support-or-opposition-to-governments-providing-financial-assistance-for-consumers-fuel-bills,1000,999.9999999999886,+/- 3.3%,false,5,"Governments often provide financial support to producers of fossil fuels for things like exploration, new investments, and pipelines.",,3000,3000.0000000000177
2025-119_q69,"In your view, how much does government spending on foreign aid come at the expense of assisting people in need within the United States?",Verasight APSA Omnibus Survey #2025-119,in-your-view-how-much-does-government-spending-on-foreign-aid-come-at-the-expense-of-assisting-people-in-need-within-the-united-states,https://reports.verasight.io/reports/apsa-2025#in-your-view-how-much-does-government-spending-on-foreign-aid-come-at-the-expense-of-assisting-people-in-need-within-the-united-states,1000,999.9999999999885,+/- 3.3%,false,5,,,3000,3000.0000000000177
2025-119_q7,How optimistic do you feel about the US economy in the next year?,Verasight APSA Omnibus Survey #2025-119,how-optimistic-do-you-feel-about-the-us-economy-in-the-next-year,https://verasight-mpsa-2025.tiiny.co,1000,1000.0000000000068,+/- 3.3%,false,5,,,3000,3000.0000000000177
2025-119_q70,"Who, in your opinion, should be the recipient of foreign aid?",Verasight APSA Omnibus Survey #2025-119,who-in-your-opinion-should-be-the-recipient-of-foreign-aid,https://verasight-apsa-2024.tiiny.co,1000,,+/- 3.3%,true,5,,,3000,3000.0000000000177
